price,artist,source_artwork
7997.8349609375,Edouard Manet,The Spanish Singer (or The Guitar Player)
5565.85498046875,Lord Frederick Leighton,The Spirit Of The Summit
7825854464.0,Jacopo Tintoretto,The Stealing of the Dead Body of St Mark 1562-66
1107208.625,Franz Marc,The Steer Aka The Bull
2369915.0,Gustave Courbet,"The Stone Breakers, 1849"
10538899.0,August Macke,The Storm (Der Sturm) 1911
10443.4853515625,Ivan Konstantinovich Aivazovsky,The Storm
3186886.75,Sandro Botticelli,The Story of Nastagio degli Onesti (detail 2 of the first episode)
5130947.5,Alfred Morgan,The Street Artist
5082.8310546875,Edouard   Vuillard,The Stripped Blouse (Le Corsage raye) 1895
17965.65234375,Raja Ravi Varma,The Sucking Child
51443.03515625,John Frederick Herring Snr,The Suffolk Hunt - Full Cry
3931.537353515625,Guido Reni,The Suicide of Lucretia
39531.1640625,Joseph Farquharson,The Sun had closed the Winter Day
774150.5625,Caravaggio,"The Supper at Emmaus, 1601 (detail) 2"
38299776.0,Caravaggio,"The Supper at Emmaus, 1601 (detail-1)"
41738.73828125,Caravaggio,"The Supper at Emmaus, 1601 (detail-2)"
248099.703125,Jean-Honore Fragonard,The Swarm of Cupids
68808.3203125,Jean-Honore Fragonard,The Swing 2
131294.890625,Lord Frederick Leighton,The Syracusan Bride leading Wild Animals in Procession to the Temple of Diana (detail) 1866
2237267.25,William Holbrook Beard,The Tables Turned
238496.890625,John William Godward,The Tambourine Girl
6789.1435546875,(after) Hieronymus Bosch,The Temptation Of Saint Anthony
367618.59375,(after) Hieronymus Bosch,The Temptation Of St. Anthony
913819.625,Jacopo Tintoretto,The Temptation of Christ (detail)
3931.537353515625,Salvador Dali,The Temptation of Saint Anthony
132275.4375,James Jacques Joseph Tissot,The Terrace Of The Trafalgar Tavern Greenwich London
35651.6640625,James Jacques Joseph Tissot,The Thames
3931.537353515625,Auguste Rodin,The Thinker
15914.029296875,Gustav Klimt,The Three Ages Of Woman
3931.537353515625,Tiziano Vecellio,The Three Ages of Man 1511-12
228654.34375,Rembrandt Van Rijn,The Three Crosses (second state) 1653
647.6055908203125,John Linnell,The Timber Waggon 1872
375423.34375,Robert Frederick Blum,The Toilet ca 1893
3931.537353515625,(after) William Etty,The Toilet of Venus
417430.1875,Pieter the Elder Bruegel,The Tower of Babel 1563
26701.482421875,Raphael,The Transfiguration
227921.75,John Tenniel,"The Trial of the Knave of Hearts, illustration from Alice in Wonderland by Lewis Carroll 1832-9"
209119.84375,Lorenzo Lippi,The Triumph of David
32165.529296875,Nicolas Poussin,The Triumph of Neptune 1634
17104.666015625,William Henry Hunt,The Turnip Lantern
46162.73828125,Bartolome Esteban Murillo,The Two Trinities (detail of angels)
164977.609375,Frederic Edwin Church,"The Vale of St. Thomas, Jamaica"
10080.6337890625,George Inness,The Valley of the Shadow of Death
44045.140625,(after) Philippe De Champaigne,The Veil of Saint Veronica
3931.537353515625,Tiziano Vecellio,The Venus of Urbino 1538
4077.9033203125,Charles Henri Leickert,"The Verdronkenoord, Alkmaar, In Winter"
2706458.5,Winslow Homer,The Veteran in a New Field
1083642.625,John Frederick Herring Snr,The Village Blacksmith
333918.03125,Peter Paul Rubens,The Village Fete (Flemish Kermis) 1635-38
162652.234375,Sir David Wilkie,The Village Holiday
3931.537353515625,Georges Lacombe,The Violet Wave
1782276.5,Annibale Carracci,The Virgin Appears to Sts Luke and Catherine 1592
1387.3951416015625,Albert Edelfelt,The Virgin Mary in the Rose Garden
6551.91015625,Angelica Kauffmann,The Virgin Mary with the Christ Child and St John the Baptist
517456.1875,Jan Van Eyck,The Virgin Of Chancellor Rolin
144548.671875,Guido Reni,"The Virgin Sewing, from the Cappella dellAnnunciata Chapel of the Annunciation 1610"
3106582.25,Claudio Coello,The Virgin and Child Adored by St.Louis of France
35666.8671875,Sandro Botticelli,The Virgin and Child with Four Angels and Six Saints (Pala di San Barnaba) 1488
7007.908203125,"(after) Dyck, Sir Anthony van",The Virgin and Child with Saint Anne
25718.267578125,Leonardo Da Vinci,The Virgin and Child with St Anne c. 1510
83.96434783935547,Giovanni Bellini,The Virgin and Child with Two Saints 1490
2889226.0,Bartolome Esteban Murillo,The Virgin
857555.6875,Bartolome Esteban Murillo,The Virgin of the napkin
485288.90625,Raphael,The Vision of Ezekiel 1518
738.5287475585938,Jacopo Tintoretto,The Visitation
136763.6875,Claude Oscar Monet,The Walk Woman With A Parasol
2547268.75,John Tenniel,"The Walrus and the Carpenter, illustration from Through the Looking Glass by Lewis Carroll 1832-98 first published 1871"
2239421.0,(after) Harmenszoon Van Rijn Rembrandt,The Washing Of The Feet
16442.51171875,Childe Hassam,The Water Garden
4359797.5,Franz Marc,The Waterfall
2036481.875,Edvard Munch,The Wave
28309.337890625,Claude Oscar Monet,The Wheat Field
1790100.5,Joseph Nash,The White Drawing Room at Windsor Castle
61793.83984375,Melchior de Hondecoeter,The White Peacock
213350.328125,Edouard   Vuillard,The Window
920345.9375,Carl Larsson,The Winter Cottage
20017.701171875,Albrecht Durer,The Wire-drawing Mill
80977.109375,William Holbrook Beard,The Witches Convention
13.031725883483888,Girolamo Francesco Maria Mazzola (Parmigianino),"The Witches Sabbath, engraved by Bernard Picart 1673-1733 1732"
4265.1005859375,William Hogarth,The Wollaston Family
4051160.0,Gustave Courbet,"The Wrestlers, 1853"
48985.0078125,Francisco De Goya y Lucientes,The Yard Of A Madhouse
30651.552734375,Joaquin Sorolla y Bastida,The Young Amphibians
37820.60546875,Robert Henri,The Young Girl
19388.412109375,Gilbert Gaul,The Young Hunter
24815.9453125,Franz Xavier Winterhalter,The Young Queen Victoria
179701.84375,Jean-Baptiste-Simeon Chardin,The Young Schoolmistress c. 1736
261067.21875,Edgar Degas,The Young Spartans
29707.482421875,John Constable,"The Young Waltonians - Stratford Mill, c.1819-25"
464403.3125,Anton Raphael Mengs,The apotheosis of Trajan
306491008.0,Paul-Gustave Fischer,The bedtime story
23095022.0,(after) Hieronymus Bosch,The blind leading the blind (Holl. 21)
441930.09375,English Provincial School,The cock fight
3931.537353515625,English Provincial School,The cold bath
56887.53515625,Albert Lambron Des Pilitieres,The court jester and the magpie
8730942.0,Arthur Rackham,"The end of his beard was caught in a tree, illustration from Snow White and Rose Red, from Fairy Tales of the Brothers Grimm, 1900"
1104164.375,Peter Monamy,The evening gun
56534.04296875,Gabriel Joseph Marie Augustin Ferrier,The fairest
3931.537353515625,(after) William Etty,The finding of Moses
26985784.0,Paul-Gustave Fischer,The fire engine
8522.7724609375,Peter Monamy,"The flagship joining the fleet at its anchorage at sunset, probably the Medway"
97963216.0,Jean-Antoine Watteau,The garden party
520997.15625,Albert Edelfelt,The gossip
25530.7578125,English Provincial School,The head of a prize bull
21082.783203125,Theodore Gericault,The kiss
30246346.0,Sir David Wilkie,"The letter of introduction, 1813"
5588.85400390625,Henriette Ronner-Knip,The little badminton players
27617.576171875,Gabriel Joseph Marie Augustin Ferrier,The love letter
67129.3046875,Heinz Pinggera,The music recital
46263.62109375,Horatio Henry Couldery,The naughty kitten
162842.65625,Joseph Nash,"The oak room at Broughton Castle near Banbury, Oxfordshire"
54982888.0,Gustave Courbet,The origin of the world
13097423.0,Arthur Rackham,"The ride of the Valkyries, illustration from The Rhinegold and the Valkyrie, 1910"
6060.67529296875,Sir Joseph Noel Paton,"The seizure of Roger de Mortimer 1287-1330 in Nottingham Castle, 19th October 1330, from Illustrations of English and Scottish History Volume I"
62975.0078125,Guido Reni,The sleeping Cupid
27465.2890625,Henriette Ronner-Knip,The sleeping kittens
2189868.0,Arthur Rackham,"The trees and the axe, from Aesops Fables, c.1912"
399301.25,Guido Reni,The virgin of the chair
28.942873001098636,(after) Philippe De Champaigne,The vision of Saint Antony of Padua
10224.16796875,Henriette Ronner-Knip,The wise cat
1184.209716796875,Timoleon Marie Lobrichon,The young teacher
11004.4296875,John Tenniel,"There Goes Bill, illustration from Alice in Wonderland by Lewis Carroll 1832-9"
22932.490234375,Joaquin Sorolla y Bastida,They Still Say that Fish is Expensive!
18376.21484375,Harry Hamilton Johnston,This Golden Being Embarked Upon a Raft from Pioneers in Tropical America
189561.09375,John William Godward,Threading Beads
143219.84375,Georges Lacombe,Three Breton Women in the Forest
3931.537353515625,Edgar Degas,Three Girls Bathing
43118.859375,John Tenniel,Three Happy Family cards depicting characters from Alice in Wonderland by Lewis Carroll (1832-98) adapted by Emily Gertrude Thomson d.1932 early 20th century
4715742.0,Henriette Ronner-Knip,Three Kittens
7052.68798828125,Rembrandt Van Rijn,Three Sketches Of The Prodigal Son With A Whore (detail)
8549611.0,Paul Cezanne,Three Skulls
1977.652587890625,Jean-Antoine Watteau,Three Studies of the Head of a Young Negro
1018755.3125,Arthur Heyer,Three White Angora Kittens 2
416289.21875,Arthur Heyer,Three White Angora Kittens
3560.30615234375,Rosa Bonheur,Three Wooly Sheep
3169.774169921875,Joseph Farquharson,Through The Calm And Frosty Air
6671.17041015625,George Stubbs,"Tiger, Lateral View, Skin Removed, from A Comparative Anatomical Exposition of the Structure of the Human Body with that of a Tiger and a Common Fowl"
24255364.0,Wilhelm Kuhnert,Tigers at a Drinking Pool
466992.125,August Macke,Tightrope Walker (Seiltanzer) 1914
94216.8984375,Theodor Van Thulden,Time Reveals the Truth
7915.13525390625,Paul-Gustave Fischer,Time at Kgl. Teaters ballet school
114053624.0,Michelangelo Buonarroti,Tomb of Pope Julius II
11875.3740234375,William Merritt Chase,Tompkins Park Brooklyn
23198.603515625,Charles Henri Leickert,Townsfolk on a snowy street
71573.8359375,Edvard Munch,Train Smoke
81544.078125,Giovanni Bellini,Transfiguration of Christ c. 1487
182348.53125,Gustav Klimt,Tree of Life
14471.3974609375,Charles Robert Leslie,Trissotin Reading his Sonnet from Les Femmes Savantes
4284.37548828125,Annibale Carracci,Triumph of Bacchus and Ariadne (Trionfo di Bacco e Arianna)
89822.8671875,Annibale Carracci,Triumph of Bacchus and Ariadne (detail)
1731.5914306640625,Paolo Veronese (Caliari),Triumph of Venice (Trionfo di Venezia)
182168.453125,Albert Bierstadt,Tropical Landscape
32717.2421875,Jean-Francois Millet,Trussing Hay
12791.6103515625,Henriette Ronner-Knip,"Twee honden vechten om een been, de derde loopt er mee heen"
2653.0400390625,John Tenniel,"Tweedledum and Tweedledee, illustration from Through the Looking Glass, by Lewis Carroll, 1872"
520005.375,Joseph Nash,Twelfth Night Revels in the Great Hall Haddon Hall Derbyshire from Architecture of the Middle Ages 1838
1242171.375,Joseph Nash,Twelfth Night Tudor Revels
1765.3153076171875,David The Younger Teniers,Twelfth-night (The King Drinks) 1634-40
15700.361328125,Claude Oscar Monet,Twilight Venice
480820.375,Frederic Edwin Church,Twilight in the Wilderness
74529.3515625,Thomas Ralph Spence,"Twilight, 1894"
14662.787109375,John Singer Sargent,Two Arab Women
2371.5712890625,Bartolome Esteban Murillo,Two Boys Eating Fruit
50935.3359375,Henri De Toulouse-Lautrec,Two Bulls Wearing a Yoke
730395.8125,Horatio Henry Couldery,Two Cats
14133.9169921875,Horatio Henry Couldery,Two Chow Pups Seated On A Chair In An Interior
3931.537353515625,Egon Schiele,Two Female Nudes One Reclining One Kneeling Aka The Friends
3931.537353515625,Henri De Toulouse-Lautrec,Two Half Naked Women Seen From Behind In The Rue Des Moulins Brothel
498052.46875,Martin Johnson Heade,Two Hummingbirds Perched On Passion Flower Vines
13545334.0,Henriette Ronner-Knip,Two Kittens In A Basket
12953.9033203125,Henriette Ronner-Knip,Two Kittens
273646.71875,Caspar David Friedrich,Two Men Contemplating the Moon 1819-20
276797536.0,Frida Kahlo,Two Nudes In A Forest 1939
3931.537353515625,Ernst Ludwig Kirchner,Two Nudes on a Blue Sofa
511278688.0,Annibale Carracci,Two Putti
3931.537353515625,Nicolas Poussin,Two Putti
3277311.25,Martin Johnson Heade,Two Red Roses In A Bronze Vase
48648.55859375,Pierre Auguste Renoir,Two Sisters Aka On The Terrace
3931.537353515625,Paul Gauguin,Two Tahitian Women
75352640.0,Arthur Heyer,Two White Kittens
776026.5625,George Wesley Bellows,Two Women Aka Sacred And Profane Love
363004.21875,Franz Marc,Two Women On The Hillside Sketch
7860.53759765625,Edvard Munch,Two Women at the Beach
137451.96875,Arthur Heyer,Two cats
2574816.0,Jean-Victor Schnetz,Two cavalry officers crossing a ford
23131.822265625,Horatio Henry Couldery,Two kittens in a basket watching a bird in a cage
3931.537353515625,Girolamo Francesco Maria Mazzola (Parmigianino),Two lovers seated on a couch
711.60302734375,Arthur Heyer,Two white Persian cats with a stag beetle
11229027.0,James Jacques Joseph Tissot,Type Of Beauty (or Kathleen Newton)
601185.4375,Franz Marc,Tyrol
30816.1875,Frederic Remington,Ugly Oh The Wild Charge He Made
107773.140625,Jean-Baptiste-Camille Corot,Un Torrent Des Abruzzes
8232.6826171875,James Jacques Joseph Tissot,Uncle Fred
130935.390625,Charles Robert Leslie,Uncle Toby and Widow Wadman
1662201.0,Sir Joseph Noel Paton,Under the Sea II
2477.634765625,Gilbert Gaul,Union Soldier
8393.6162109375,Alexandre Evariste Fragonard,Untitled 2
6110.23193359375,Charles-Francois Daubigny,Untitled 2
2747.49169921875,Frederick Judd Waugh,Untitled 2
6031.396484375,Frederick Judd Waugh,Untitled
5734.87744140625,Georg Balthasar Probst,Untitled
70804.5,Joseph Mallord William Turner,Upper Falls of the Reichenbach
842422.75,Frida Kahlo,Urban Landscape 1925
771.7363891601562,Sir Lawrence Alma-Tadema,Vain Courtship 1900
42878.109375,Jean-Baptiste-Camille Corot,Valleda
32659.103515625,Albert Bierstadt,Valley of the Yosemite 1864
207.90147399902344,Edvard Munch,Vampire 2
15141.267578125,Albert Edelfelt,Vanhasta Hedelmatarhasta (From The Old Fruit Garden)
947522.6875,Raja Ravi Varma,Vasantika
395995.53125,Louis Anquetin,Vase de Fleurs
12658.703125,Edouard   Vuillard,Vase de fleurs
50550.421875,Edouard   Vuillard,Vase of Flowers
71880.2265625,Odilon Redon,Vase with Flowers and Butterflies 2
1843879.875,Giotto Di Bondone,Vault 1303-06
266995.375,Camille Pissarro,"Vegetable Garden at the Hermitage, Pontoise, 1879"
33835.82421875,Angelica Kauffmann,Vendor of Love
28467.634765625,Jean-Antoine Watteau,Venetian Pleasure 1718
18847.6015625,Robert Frederick Blum,Venetian Street Scene
63538.08984375,(after) (Giovanni Antonio Canal) Canaletto,Venice A View Of The Piazza San Marco With Elegant Figures Dressed In Carnival Costumes
370771.53125,Paolo Veronese (Caliari),Venice Enthroned Between Justice and Peace
1706245.375,Paul Signac,Venice
54364.83984375,Louis de Caullery,"Venice, A Capriccio Of The Bacino Di San Marco On Ascension Day"
134149.515625,(after) (Giovanni Antonio Canal) Canaletto,"Venice, A View Of Ss. Giovanni E Paolo And The Monument To Bartolommeo Colleoni"
45051.984375,(after) (Giovanni Antonio Canal) Canaletto,"Venice, A View Of The Church Of Ss. Giovanni E Paolo And The Ospedale Di San Marco"
62216.875,(after) (Giovanni Antonio Canal) Canaletto,"Venice, A View Of The Grand Canal From Santa Maria Della Carita To The Bacino Di S. Marco"
11148.8310546875,(after) (Giovanni Antonio Canal) Canaletto,"Venice, A View Of The Grand Canal From The Palazzo Vendramin-Calergi Looking Towards The Cannaregio"
63713.51171875,(after) (Giovanni Antonio Canal) Canaletto,"Venice, A View Of The Grand Canal Looking North-West From The Palazzo Vendramin-Calergi To The Church Of San Geremia And The Palazzo Flangini"
27041.181640625,(after) (Giovanni Antonio Canal) Canaletto,"Venice, A View Of The Grand Canal With San Geremia And The Entrance To The Cannaregio"
26751.6953125,(after) (Giovanni Antonio Canal) Canaletto,"Venice, A View Of The Molo From The Bacino Di San Marco"
290235.84375,(after) (Giovanni Antonio Canal) Canaletto,"Venice, A View Of The Riva Degli Schiavoni, Looking East"
81304.4453125,(after) (Giovanni Antonio Canal) Canaletto,"Venice, The Bucintoro Returning To The Molo On Ascension Day"
292061.5,(after) (Giovanni Antonio Canal) Canaletto,"Venice, The Courtyard Of The Palazzo Ducale"
95825.8046875,Canaletto,"Venice- Piazza di San Marco and the Colonnade of the Procuratie Nuove, c.1756"
28087590912.0,Nicolas Poussin,"Venus Arming Aeneas, 1639"
3931.537353515625,Jean-Baptiste-Camille Corot,"Venus Bathing, c.1873-74"
8509880.0,Eustache Le Sueur,Venus Presenting Cupid to Jupiter
898.44921875,Annibale Carracci,Venus and Adonis c. 1595
700520.1875,Nicolas Poussin,Venus and Adonis
60641.99609375,Sir Joshua Reynolds,Venus and Cupid
3931.537353515625,Victor Tortez,Venus and Cupid
3931.537353515625,Girolamo Francesco Maria Mazzola (Parmigianino),Venus disarming Cupid
70853.2734375,Tiziano Vecellio,Venus of Urbino (Venere di Urbino)
3931.537353515625,Correggio (Antonio Allegri),"Venus with Mercury and Cupid, The School of Love 1525"
638600.25,Paul-Gustave Fischer,Vesterbrogade 2
392363.46875,Paul-Gustave Fischer,Vesterbrogade
52999.83984375,Raja Ravi Varma,Victory of Meghanada
36084.26953125,Ulpiano Checa y Sanz,Viejo
44336.265625,Gustave Caillebotte,View Across A Balcony
