price,artist,source_artwork
482463.4375,Guido Reni,Moses with the Tables of the Law
818414.0625,Egon Schiele,Mother And Child Aka Madonna
49299.29296875,Arthur Heyer,Mother And Kitten
3623.677978515625,Timoleon Marie Lobrichon,Mother A´s Little Helper
3931.537353515625,Jean-Baptiste-Camille Corot,Mother Breast Feeding Her Child
57494.91015625,Mary Cassatt,Mother Holding A Child In Her Arms
5394671.0,Mary Cassatt,Mother Holding Her Baby
135720.859375,Mary Cassatt,Mother Wearing A Sunflower On Her Dress
35235.9453125,Gustav Klimt,Mother and Child
1938715.5,Jean-Baptiste-Camille Corot,Mother and Child on the Beach
20722.439453125,Mary Cassatt,"Mother and Child, 1900"
3931.537353515625,Marianne Preindelsberger Stokes,"Mother and Child, c.1899"
1226972.875,Henriette Ronner-Knip,Mother cat and her kittens
2231.6669921875,Albert Edelfelt,Mother of the Artist
29249.8125,Henriette Ronner-Knip,Motherly Love
250575.53125,Paul-Gustave Fischer,Motiv Fra Bastad (The Beach At Bastad)
13613.00390625,Henri De Toulouse-Lautrec,Moulin Rouge La Goulue
13450.80078125,Ivan Konstantinovich Aivazovsky,Mount Ararat
51964.07421875,Frederic Edwin Church,"Mount Chimborazo, Ecuador I"
12863.1015625,Albert Bierstadt,Mountain Scene
393752.96875,"Bartlett, William Henry","Moyne Abbey, County Mayo, Ireland"
23210592.0,Harry Hamilton Johnston,Mozambique from the Consulate
984170.875,Thomas Gainsborough,Mr and Mrs Andrews (detail) 1750
4029.687255859375,Sir Henry Raeburn,Mrs Lumsden
928656.4375,Thomas Gainsborough,Mrs Sarah Siddons 1785
8119.30517578125,Sir Henry Raeburn,Mrs Vere of Stonebyres
32549.25,Carl Larsson,Mrs. Dora Lamm
148574.40625,Sir Joshua Reynolds,Mrs. Siddons as the Tragic Muse
53573.46875,Thomas Gainsborough,Mrs. Thomas Gainsborough nee Margaret Burr
158419.4375,Fernando Botero,Mujer Llorando
648.7625122070312,Rosa Bonheur,Muleteers Crossing the Pyrenees
3950324.25,Carl Larsson,Murre
6766652.5,Edouard Manet,Music In The Tuileries Gardens
1849.9271240234373,Thomas Ralph Spence,Music
7124.74560546875,Theodor Van Thulden,"Music-making Angels Playing The Harp, Flute, Viola And Lute"
29009450.0,Salvador Dali,Musical Tempest
211968336.0,Frida Kahlo,My Birth 1932
522038.09375,Frida Kahlo,My Grandparents My Parents And I 1936
3931.537353515625,Salvador Dali,"My Wife, Naked, Watching Her Own Body"
32873.96875,Frederick Judd Waugh,Mystery Of The Sea
45917.77734375,Carl Larsson,Nameday at the Storage House
3461.089599609375,Henri De Toulouse-Lautrec,Napoleon Bonaparte 1895
7221.900390625,Jacques Louis David,Napoleon Crossing the Alps
807988.0625,Jacques Louis David,Napoleon at the St. Bernard Pass 1801
41891.30859375,Caravaggio,"Narcissus, c.1597-99"
4417453.5,Lord Frederick Leighton,Nausicaa
202717.609375,Harry Hamilton Johnston,Neanderthal Mankind
1978.0045166015625,John William Godward,Nerissa
1144355.0,Pieter the Elder Bruegel,Netherlandish Proverbs 1559
42480.98046875,Childe Hassam,Newport Waterfront
467236.21875,Gilbert Gaul,News from the Front
45874.88671875,Frederic Edwin Church,"Niagara Falls, 1867"
215127.640625,Joaquin Sorolla y Bastida,Nina Comiendo Manzanas (Young Girl Eating Apples)
33607.046875,Joaquin Sorolla y Bastida,Nina en la playa
1321195.5,Joaquin Sorolla y Bastida,Ninos En La Playa (Children On The Beach)
29456.06640625,Joaquin Sorolla y Bastida,Ninos en la playa (Valencia) (Children on the Beach (Valencia))
1433883.0,Giotto Di Bondone,No. 17 Scenes from the Life of Christ- 1. Nativity- Birth of Jesus 1304-06
574230.4375,Giotto Di Bondone,No. 36 Scenes from the Life of Christ- 20. Lamentation (The Mourning of Christ) 1304-06
176863.1875,Giotto Di Bondone,No. 40 The Seven Virtues- Prudence 1306
44532704.0,Giotto Di Bondone,No. 44 The Seven Virtues- Faith 1306
3357921.0,Giotto Di Bondone,No. 48 The Seven Vices- Envy 1306
8768.501953125,Jean-Francois Millet,Noonday Rest
100141.1171875,Robert Henri,Nora
102246.0234375,Thomas Moran,Norther in the Gulf of Mexico
3931.537353515625,Tamara de Lempicka,Nude (Nu adosse II)
3931.537353515625,Pierre Auguste Renoir,Nude Boys On The Rocks At Guernsey
3931.537353515625,Edvard Munch,Nude Couple
3931.537353515625,George Wesley Bellows,Nude Girl Miss Leslie Hall
3931.537353515625,Rembrandt Van Rijn,Nude Man Seated on the Ground with One Leg Extended
3931.537353515625,Michelangelo Buonarroti,Nude Man from the Front 1510-11
3931.537353515625,Henri De Toulouse-Lautrec,Nude Standing before a Mirror
3931.537353515625,George Wesley Bellows,"Nude Study, Classic on a Couch"
3931.537353515625,George Wesley Bellows,Nude With Hexagonal Quilt
3931.537353515625,George Wesley Bellows,Nude With White Shawl
3931.537353515625,Vincent Van Gogh,Nude Woman Reclining
3931.537353515625,Ernst Ludwig Kirchner,Nude Women
3931.537353515625,August Macke,Nude with Coral Necklace (Akt mit Korallenkette) 1910
3931.537353515625,Tamara de Lempicka,"Nude with Dove, 1928"
3931.537353515625,George Wesley Bellows,Nude with Red Hair
3931.537353515625,Tamara de Lempicka,Nude without Arm (Nu au bras coupe)
3931.537353515625,Gustave Courbet,Nude woman with a dog
3931.537353515625,Paul-Gustave Fischer,Nudes Bathing On A Beach
3931.537353515625,Ernst Ludwig Kirchner,Nudes Playing under Tree
3931.537353515625,Ernst Ludwig Kirchner,Nudes in the Sun Moritzburg
770684.6875,Oene Romkes De Jongh,Numerous townsfolk in a city in winter
4062.466552734375,Jean-Antoine Watteau,Nymph and Satyr
3931.537353515625,William-Adolphe Bouguereau,Nymphes et Satyre (Nymphs and Satyr)
200731984.0,Georges Lacombe,Oaks and Blueberry Bushes
68759.390625,Jacques Louis David,Oath of the Horatii
259.8392944335937,Sir Joseph Noel Paton,Oberon and the Mermaid
6316941.5,William Blake,"Oberon, Titania and Puck with Fairies Dancing"
1104025.5,James Jacques Joseph Tissot,October 1877
12560.70703125,Charles-Francois Daubigny,Octobre
3931.537353515625,Lord Frederick Leighton,Odalisque
3931.537353515625,Odilon Redon,Oeil
5245496.0,Theodore Gericault,Officer of the Hussars Charging on Horseback
1449058.0,Giotto Di Bondone,Ognissanti Madonna (Madonna in Maesta) c. 1310
85458.6796875,Giotto Di Bondone,Ognissanti Madonna (detail 1) c. 1310
376667.4375,Marsden Hartley,Old Custom-house at Vac 1911
24457.85546875,William Henry Hunt,Old Farm Buildings
309908.8125,George Wesley Bellows,Old Farmyard Toodleums
52257.4765625,Joseph Mallord William Turner,Old Margate Pier
12172.69921875,Robert Frederick Blum,Old Powhatan Chimney
21608.162109375,Canaletto,"Old Walton Bridge over the Thames, 1754"
87944.6875,Paul-Gustave Fischer,"On The Beach, Skane"
145132.671875,Walter Withers,On The Eltham Road
3311.119140625,Albert Bierstadt,On The Saco
290283.78125,Berthe Morisot,On The Veranda
43758.01171875,Berthe Morisot,On the Balcony 1872
24710.357421875,Ivan Konstantinovich Aivazovsky,On the Island of Crete
127915.1953125,Robert Frederick Blum,"On the Lagoon, Venice"
933417.4375,Caravaggio,On the Road to Calvary
3931.537353515625,Joaquin Sorolla y Bastida,"On the Sand, Valencia Beach"
4819927.5,Edvard Munch,On the Waves of Love
73509.34375,Paul-Gustave Fischer,On the beach
3931.537353515625,Henriette Ronner-Knip,On the prowl
288780.84375,Cassius Marcellus Coolidge,One to Tie Two to Win
24741.88671875,Odilon Redon,Ophelia 3
3931.537353515625,Odilon Redon,Ophelie
1226356.375,Edgar Degas,Orchestra Musicians
2169.771728515625,Martin Johnson Heade,Orchid And Hummingbird
225276.046875,Martin Johnson Heade,Orchids And Crimson Topaz Hummingbird
665529.75,Martin Johnson Heade,Orchids Nesting Hummingbirds And A Butterfly
54071.45703125,Albert Bierstadt,Oregon Trail
9069656.0,Angelica Kauffmann,Orestes And Iphigenia At Tauris
25667242.0,Istvan Csok,Orphans 1891
14086.2666015625,Joaquin Sorolla y Bastida,Otra Margarita (Another Marguerite)
424565.375,Ernst Ludwig Kirchner,Otto Muller 1874-1930 Playing Chess
14774.2666015625,Carl Larsson,Our Princess
313047.125,Paul Signac,"Overschie, 1906"
1993.2718505859373,Charles Henri Leickert,Overtoom bij Amsterdam skaters on a frozen canal
9724.87890625,William (Turner of Oxford) Turner,Oxford from Hinksey Hill
13069.0556640625,Canaletto,Padua
13080.5517578125,Istvan Csok,Painting for the Schiffer Villa 1911
51172.640625,Melchior de Hondecoeter,Palace of Amsterdam with Exotic Birds
258922.484375,"Bartlett, William Henry","Palace of Belisarius, Turkey, Istanbul"
491143.3125,Paul Signac,"Palais des Papes, Avignon"
102933.2265625,Canaletto,"Palazzo Ducale and the Riva degli Schiavoni, Venice"
3931.537353515625,Gustav Klimt,Pallas Athene 1898
84414.5,Winslow Homer,"Palm Tree, Nassau"
73495.0390625,Sir Joseph Noel Paton,Pan Piping
3931.537353515625,Annibale Carracci,"Pan, c.1592"
3927455.0,Frida Kahlo,Pancho Villa And Adelita Before 1927
3931.537353515625,Odilon Redon,Pandora
599119.8125,Sir Joseph Noel Paton,Paolo And Francesca
207.390380859375,Sir Joseph Noel Paton,Paolo and Francesca 2
8740414.0,Paul Gauguin,Pape Moe Aka Mysterious Water
6288090.5,Jacopo Tintoretto,Paradise
45667.80859375,Paul Gauguin,Parau Api Aka What News
3774288.5,Paul Gauguin,Parau Na Te Varua Ino Aka Words Of The Devil
213206.34375,Armand Guillaumin,Paris Quai De La Rapee
179794.234375,Childe Hassam,Paris Street Scene 1887
27346.787109375,Gustave Caillebotte,Paris Street- Rainy Weather 1877
3379.069580078125,Armand Guillaumin,"Paris, Quai de Bercy, Snow Effect, c.1873-74"
319.4923095703125,Nicolas Poussin,"Parnassus, 1626"
6256.92822265625,Jean-Antoine Watteau,Party of Four 1713
15599268.0,Correggio (Antonio Allegri),Passing Away Of St John
64371.83984375,Albert Bierstadt,Passing Storm Over The Sierra Nevada
14758.4951171875,(after) Harmenszoon Van Rijn Rembrandt,Pastoral Scene
18447.380859375,William (Turner of Oxford) Turner,Path through a cornfield with poppies and other wild flowers
56569.859375,Claude Oscar Monet,Pathway In Monets Garden At Giverny
1735528960.0,Sir Joseph Noel Paton,Paton Sir Joseph Noel In Memoriam
33537.15625,George Inness,Peace And Plenty
120597.796875,Vincent Van Gogh,Peach Trees in Blossom
8924.953125,Melchior de Hondecoeter,Peacock parakeet pelican crane and poultry
13439026.0,Pieter the Elder Bruegel,Peasant Dance
3931.537353515625,Edgar Degas,Peasant Girls Bathing in the Sea at Dusk
298529.375,Frederick Judd Waugh,Peasant girl with a magpie
201051.609375,Jean-Francois Millet,"Peasant with a Wheelbarrow, 1848-5"
1292403.125,Odilon Redon,Pegasus 1900
2301.13330078125,Angelica Kauffmann,Penelope at her Loom
239754.34375,Tiziano Vecellio,Penitent Mary Magdalen
5875601.0,Paolo Veronese (Caliari),Perseus Rescuing Andromeda
3931.537353515625,Tiziano Vecellio,Perseus and Andromeda
3931.537353515625,Anton Raphael Mengs,"Perseus and Andromeda, Detail"
945964.375,Salvador Dali,Person at the Window
200627.953125,Giovanni Bellini,"Pesaro Altarpiece, detail of the predella featuring St. George Fighting the Dragon 1470s"
60380.80859375,Henriette Ronner-Knip,Peter the Cat
1114722.625,Arthur Heyer,Pheasants in a Landscape
7351.828125,Rembrandt Van Rijn,Philosopher in Meditation 1632
3660441.25,Angelica Kauffmann,Phryne Seducing the Philosopher Xenokrates
226571.59375,(after) (Giovanni Antonio Canal) Canaletto,Piazza San Marco
449994.5,Canaletto,Piazza San Marco looking towards the Basilica di San Marco
2655739.0,Francisco De Goya y Lucientes,Picador Caught By The Bull
55422.1875,Giovanni Bellini,Pieta (detail) 2
192889680.0,Giovanni Bellini,Pieta 3
1504137.25,Caravaggio,Pieta
4902249.5,Cassius Marcellus Coolidge,Pinched with Four Aces
35195.7109375,Albrecht Durer,Pine Tree
15652977.0,Frans Mortelmans,Pink Roses In A Vase 2
2773609.0,Georges Lacombe,Pins sur la rive
26366744.0,William Hogarth,Pit Ticket
7579954.0,Frida Kahlo,Pitahayas 1938
58061.2890625,Grant Wood,Plaid Sweater
24355.767578125,George Stubbs,"Plate from The Anatomy of the Horse, c.1766 2"
36593.59765625,Horatio Henry Couldery,Playing with Mother
18143.478515625,Arthur Heyer,Playtime 2
85661.609375,Arthur Heyer,Playtime
16478909.0,Joaquin Sorolla y Bastida,Plaza Hotel
18499.4921875,Rosa Bonheur,Ploughing
432892.09375,William Henry Hunt,Plucking the fowl
16585.083984375,William Henry Hunt,Plums and Mulberries
3931.537353515625,William Henry Hunt,Plums
16074.4306640625,Thomas Moran,Point Lobos Monterey California 1912
441829.0,Cassius Marcellus Coolidge,Poker Sympathy
7206.66064453125,Eustache Le Sueur,Poliphilus Kneeling before Queen Eleuterylida
4491424.0,Tamara de Lempicka,Polish Girl (La Polonaise)
103165.7421875,Marianne Preindelsberger Stokes,Polishing Pans
1503940.75,Armand Guillaumin,Pont Marie From The Quai D Anjou
598264.5625,Anton Raphael Mengs,Pope Clemente XIII Rezzonico
17163.474609375,Caspar David Friedrich,Port by Moonlight 1811
3879.1650390625,Franz Xavier Winterhalter,Portrait De Madame Francois-Marie Delessert
420589.40625,(after) Pietro Antonio Rotari,"Portrait Einer Prinzessin, Vielleicht Die Grossfurstin Natalie Von Russland (1714-1728)"
19737.203125,(after) Philippe De Champaigne,"Portrait Of A Anne-Marie De Chevreuse, Full Length, Holding A Falcon Aged Five Years Old"
7629.71630859375,(after) Harmenszoon Van Rijn Rembrandt,Portrait Of A Bearded Gentleman Standing In An Archway
4079.3427734375,(after) Harmenszoon Van Rijn Rembrandt,"Portrait Of A Bearded Man, Head And Shoulders, Wearing A Brown Hat"
2281.112548828125,(after) Harmenszoon Van Rijn Rembrandt,Portrait Of A Bearded Young Man Wearing A Cap
327209.71875,(after) Philippe De Champaigne,"Portrait Of A Gentleman, Half Length, Wearing A Black Embroidered Jacket And The Order Of The Saint-Esprit, Said To Be Michel Le Tellier, Marquis De Louvois"
1298131.0,(after) Harmenszoon Van Rijn Rembrandt,Portrait Of A Girl
8599.8798828125,(after) Pietro Antonio Rotari,Portrait Of A Lady 2
737478.4375,Lorenzo Lippi,"Portrait Of A Lady As Saint Margaret, Possibly Margherita Galli"
94022.0234375,English Provincial School,Portrait Of A Lady
60413.23828125,(after) Harmenszoon Van Rijn Rembrandt,"Portrait Of A Lady, Head And Shoulders, Wearing Black With A White Head-Dress And Ruff"
1008.4739379882812,(after) Pietro Antonio Rotari,"Portrait Of A Lady, Head And Shoulders, Wearing Russian Dress"
248941.8125,(after) Philippe De Champaigne,Portrait Of A Man
143013.890625,"(after) Dyck, Sir Anthony van","Portrait Of A Monk Of The Benedictine Order, Holding A Skull"
3711.344970703125,(after) Harmenszoon Van Rijn Rembrandt,"Portrait Of A Young Boy, Head And Shoulders, Wearing A Brown Hat"
13626.408203125,(after) Pietro Antonio Rotari,"Portrait Of A Young Girl, Head And Shoulders, Hiding Her Eyes"
252039.890625,(after) Pietro Antonio Rotari,"Portrait Of A Young Girl, Hiding Her Eyes"
6217.2119140625,(after) Pietro Antonio Rotari,Portrait Of A Young Man In A Powdered Wig
1142085.125,(after) Harmenszoon Van Rijn Rembrandt,"Portrait Of A Young Man, Dressed As A Soldier"
4464.1513671875,(after) Harmenszoon Van Rijn Rembrandt,"Portrait Of A Young Man, Half Length, Wearing A Brown Plumed Beret And A Brown Coat With A Gorget"
61865.1328125,Rembrandt Van Rijn,Portrait Of An Eighty-Three-Year-Old Woman
3931.537353515625,(after) Harmenszoon Van Rijn Rembrandt,Portrait Of An Old Lady
194331.265625,George Wesley Bellows,Portrait Of Anne
292174.34375,Sir Joshua Reynolds,Portrait Of Charles Blair
23624.142578125,(after) Pietro Antonio Rotari,Portrait Of Elizaveta Petrovna
78966.3671875,Mary Cassatt,Portrait Of Ellen Mary Cassatt
47664.18359375,Allan Ramsay,Portrait Of General James Grant (1720-1806)
6265.974609375,Jan Van Eyck,Portrait Of Giovanni Arnolfini
20522.115234375,"(after) Dyck, Sir Anthony van",Portrait Of King Charles I Of England (1601-1649)
45295.91015625,(after) Pietro Antonio Rotari,Portrait Of Kurprinz Friedrich Christian Von Sachsen (1722-1763)
3243819.0,"(after) Dyck, Sir Anthony van","Portrait Of Lady Anne Carr, Countess Of Bedford (1615-1684)"
281205.125,Allan Ramsay,Portrait Of Lady Milbanke
32006.59765625,"(after) Dyck, Sir Anthony van","Portrait Of Lord Bernard Stuart, Later Earl Of Lichfield"
994912.9375,Frida Kahlo,Portrait Of Lucha Maria Girl From Tehuacan 1942
388150.40625,Gustave Caillebotte,Portrait Of Madame Boissiere Knitting
165026.859375,William Hogarth,Portrait Of Mary Edwards
95322.40625,Sir Joshua Reynolds,Portrait Of Miss Frances Harris
13712.3681640625,English Provincial School,Portrait Of Mrs Orlebar Of Poddington
2180.239501953125,George Wesley Bellows,Portrait Of Professor Joseph Russell Taylor
45009.4296875,Allan Ramsay,Portrait Of Queen Charlotte 1761-62
640203.9375,Thomas Gainsborough,Portrait Of Richard Tickell (1751-1793)
413575.84375,Sir Henry Raeburn,Portrait Of Sir John Sinclair
33956712.0,Sir Joshua Reynolds,Portrait Of The Hon. John Tufton (1773-1799)
52056.08203125,Paul Gauguin,Portrait Of Vincent Van Gogh Painting Sunflowers Aka Villa Rotunda By Emma Ciardi
8601.1181640625,John Linnell,Portrait Of William Coningham (1815-1884)
203884.578125,Sir Joshua Reynolds,"Portrait of Admiral Sir Charles Saunders c.1713-75 Vice-Admiral of the Blue squadron, engraved by James McArdell c.1729-65"
410364.0,"(after) Dyck, Sir Anthony van",Portrait of Albrecht Wenzel Eusebius von Wallenstein
456482.34375,Sir Joshua Reynolds,Portrait of Angelica Kauffmann
4053393.75,Girolamo Francesco Maria Mazzola (Parmigianino),"Portrait of Antea La Bella, 1535-37"
48398.484375,Marianne Preindelsberger Stokes,"Portrait of Anthony Stokes, 1903"
44588.0078125,Jacques Louis David,Portrait of Antoine-Laurent and Marie-Anne Lavoisier (detail) 1788
57809.125,(after) Philippe De Champaigne,"Portrait of Armand de Caumont, duc de La Force (c. 1580-1675)"
6315966.0,Raphael,Portrait of Baldassare Castiglione 1414-15
704989.8125,Federico de Madrazo y Kuntz,Portrait of Baron Weisweiller 1853
8295603.5,Edouard Manet,"Portrait of Berthe Morisot with Hat, in Mourning"
9383.1376953125,Sir David Wilkie,"Portrait of Billy Waters, c.1815"
1967383.75,(after) Philippe De Champaigne,Portrait of Cardinal Richlieu
71744.6875,Leonardo Da Vinci,Portrait of Cecilia Gallerani (Lady with an Ermine) 1483-90
24959628.0,Jacques Louis David,Portrait of Charlotte David (Madame David) 1813
5969193.0,Edouard   Vuillard,"Portrait of Claude Bernheim de Villers, 1906"
2422888.5,Sir Henry Raeburn,Portrait of Col. William Swinton
140620.875,Sir Henry Raeburn,Portrait of Colonel Alexander Campbell of Possil
57844.47265625,Sir Henry Raeburn,Portrait of Commander Hugh Clapperton 1788-1827 1817
111984.0703125,"(after) Dyck, Sir Anthony van",Portrait of Cornelis Schut 1597-1655 a pupil of Rubens
201636.703125,Angelica Kauffmann,Portrait of Countess Catherine Skawronska
1589244.75,Armand Guillaumin,"Portrait of Doctor Martinez, 1878"
1774.487548828125,Giovanni Bellini,Portrait of Doge Leonardo Loredan 1501
362844.0,Sir Joshua Reynolds,Portrait of Dr. Samuel Johnson 1709-84
165969.265625,Angelica Kauffmann,Portrait of Eleanor Countess of Lauderdale
255169.71875,Sir Henry Raeburn,"Portrait of Elizabeth Campbell 1756-1823 Marchesa di Spineto, c.1812"
22066.267578125,Edouard Manet,Portrait of Emile Zola 1868
154983.3125,Angelica Kauffmann,Portrait of Emma Hamilton
65662.125,Theodore Gericault,Portrait of Eugene Delacroix 1798-1863
2991.731689453125,Gustav Klimt,Portrait of Eugenia (Mada) Primavesi
1589508.5,Allan Ramsay,Portrait of Flora Macdonald 1722-90
19760.14453125,Robert Frederick Blum,Portrait of Flora de Stephano
4864591.5,Allan Ramsay,"Portrait of George III 1738-1820 in his Coronation Robes, c.1760"
62455.08203125,Allan Ramsay,Portrait of George III
72091.8046875,"(after) Dyck, Sir Anthony van",Portrait of George Villiers 1st Duke of Buckingham 1592-1628
6028472.0,Ernst Ludwig Kirchner,Portrait of Gerda
140930.59375,Jan Van Eyck,Portrait of Giovanni Arnolfini and his Wife (detail 4) 1434
158040.375,Jan Van Eyck,Portrait of Giovanni Arnolfini and his Wife (detail)
74129.4140625,Albert Edelfelt,Portrait of Grand Duke Andrei Vladimirovich as a Child
151340.71875,Angelica Kauffmann,Portrait of Henrietta Laura Pulteney 1766-1808
626880.1875,Thomas Gainsborough,"Portrait of Henrietta Vernon (Lady Grosvenor, wife of Richard, first Earl Grosvenor), 1766-67"
69742.0859375,Sir Henry Raeburn,Portrait of Henry Raeburn Inglis
101596.9140625,Sir Henry Raeburn,Portrait of Isabella Campbell
66503.3203125,Allan Ramsay,"Portrait of Jean Abercromby, Mrs Morison of Haddo"
30424.974609375,Thomas Gainsborough,Portrait of Jonathan Buttall (The Blue Boy) 1770
14400627.0,Gustave Courbet,Portrait of Juliette Courbet
4103779.0,Edouard   Vuillard,Portrait of Ker-Xavier Roussel (1867-1944) 1935
1850461.125,"(after) Dyck, Sir Anthony van",Portrait of King Charles I wearing the order of the garter with a dog by his side
29374.041015625,Allan Ramsay,Portrait of King George III 1738-1820 after 1760
52193.4296875,Alexandre Evariste Fragonard,Portrait of La Citoyene D
6175967.5,Marianne Preindelsberger Stokes,Portrait of Lady Irene Stokes nee Ionides c.1908
7195.84423828125,Allan Ramsay,"Portrait of Lady Jane Douglas, full-length, as a shepherdess seated in a landscape"
1032.2039794921875,Sir Joshua Reynolds,"Portrait of Lady, traditionally identified as Lady Anne Dawson, as the goddess Diana"
3931.537353515625,Marsden Hartley,Portrait of Lajos Gulacsy 1907
3873.80859375,Theodore Gericault,Portrait of Lord Byron 1788-1824
78509.9609375,Ferdinand II Piloty,"Portrait of Ludwig II 1845-86 of Bavaria in uniform, 1865"
7569855.5,Jean-Baptiste-Simeon Chardin,Portrait of Madame Chardin (1707-91) 1775
9280.189453125,Albert Edelfelt,Portrait of Madame Vallery-Radot
244986.5,Sir Henry Raeburn,Portrait of Major Alexander Stewart
22194.626953125,Jan Van Eyck,Portrait of Margareta van Eyck 1439
3931.537353515625,Federico de Madrazo y Kuntz,Portrait of Maria Dolores Aldama Marquesa de Montelo 1855
27645.484375,Tamara de Lempicka,"Portrait of Marjorie Ferry, 1932"
30215.365234375,Edgar Degas,Portrait of Mary Cassatt 1880-84
16407.390625,Charles Christian Nahl,Portrait of Miss Adele Merchant
2189.129638671875,Sir Joshua Reynolds,Portrait of Miss Palmer
1368746.625,John Linnell,Portrait of Mrs Bolding 1832
143669.234375,Tamara de Lempicka,"Portrait of Mrs Bush, 1929"
69309.84375,Salvador Dali,Portrait of Mrs. Isabel Styler-Tas
34621.609375,Sir Henry Raeburn,Portrait of Mrs. Malcolm
1654879.375,Tiziano Vecellio,Portrait of Pietro Aretino 1545
556553.6875,Anton Raphael Mengs,Portrait of Pope Benedetto XIV
19633.6328125,English Provincial School,Portrait of Queen Anne
480974.96875,"(after) Dyck, Sir Anthony van",Portrait of Queen Henrietta Maria 1609-69 2
375788.71875,Charles Robert Leslie,Portrait of Samuel Taylor Coleridge 1772-1834
31654.13671875,Joaquin Sorolla y Bastida,Portrait of Santiago Ramon y Cajal (1852-1934) 1906
1844477.75,Allan Ramsay,"Portrait of Sir Edward and Lady Turner, 1740"
248192.5,Allan Ramsay,Portrait of Sir Henry Mainwaring
3353952.25,John Linnell,Portrait of Sir Humphry Davy 1778-1829
584567.4375,Allan Ramsay,"Portrait of Sir John Hynde Cotton, 3rd BT."
7371355.5,Claudio Coello,Portrait of Teresa Francisca Mudarra y Herrera
266874.6875,John Linnell,Portrait of Thomas Robert Malthus 1766-1834
1285260.625,John Linnell,Portrait of Thomas Robert Malthus 1766-1834 political economist 1833
194895.484375,Thomas Gainsborough,Portrait of Vice Admiral Thomas Broderick
98596.75,Sir Henry Raeburn,"Portrait of William Law of Elvingston (1714-1806), Advocate, Sheriff of Haddingtonshire"
9603.306640625,Gustave Courbet,"Portrait of Zelie Courbet, c.1842"
34255.90234375,Marianne Preindelsberger Stokes,"Portrait of a Boy with a Model Sailing Boat, 1893"
220033.609375,Joaquin Sorolla y Bastida,Portrait of a Jack Russell
10687.9130859375,(after) Philippe De Champaigne,"Portrait of a Knight of Malta, presumably Francois Joseph de Robert de Termes, aged 41"
2039706.5,Marianne Preindelsberger Stokes,Portrait of a Lady Peeling an Apple
4530.4267578125,Paul Sandby,Portrait of a Lady at a Drawing Table
842442.8125,Thomas Gainsborough,Portrait of a Lady in Blue 1777-79
223536.796875,Robert Frederick Blum,Portrait of a Lady
159849.484375,Annibale Carracci,"Portrait of a Lute Player, c.1593-94"
71566.265625,Annibale Carracci,"Portrait of a Man Drinking, c.1581-84"
200183.03125,Paolo Veronese (Caliari),"Portrait of a Man in a Fur Coat, c.1566"
25433.869140625,Girolamo Francesco Maria Mazzola (Parmigianino),Portrait of a Man
812109.4375,Tamara de Lempicka,"Portrait of a Man or Mr Tadeusz de Lempicki, 1928"
2864195.0,Gustave Courbet,Portrait of a Spanish Lady
9720.0107421875,Claudio Coello,Portrait of a Young Man in Armour
102025.7890625,Correggio (Antonio Allegri),Portrait of a Young Man
50230.27734375,Girolamo Francesco Maria Mazzola (Parmigianino),Portrait of a Young Man
3703512.25,Theodore Gericault,Portrait of a bulldog
3931.537353515625,Claudio Coello,"Portrait of a child called Caterina, aged one"
406450720.0,(after) Philippe De Champaigne,Portrait of a cleric
991645.8125,(after) Philippe De Champaigne,Portrait of a gentleman 2
10363.310546875,(after) Philippe De Champaigne,Portrait of a gentleman 3
2015960.5,"(after) Dyck, Sir Anthony van","Portrait of a gentleman in armour, three-quarter-length, with a plumed helmet on a table beside"
1362323.75,(after) Philippe De Champaigne,Portrait of a gentleman
211782.921875,(after) Philippe De Champaigne,"Portrait of a gentleman, bust-length, in a red gown"
2199848.25,"(after) Dyck, Sir Anthony van","Portrait of a gentleman, traditionally identified as James Hamilton, 1st Duke of Hamilton (1606-1649), half-length, in armour, a draped curtain beyond"
6984839.0,English Provincial School,Portrait of a girl
115821.9140625,English Provincial School,"Portrait of a girl, full-length, in an orange dress and sheep"
117915.09375,English Provincial School,"Portrait of a girl, holding a garland of flowers, a sheep beside"
1957.38720703125,English Provincial School,Portrait of a husband and wife
3137.63232421875,Angelica Kauffmann,Portrait of a lady as Music
511854.59375,(after) Pietro Antonio Rotari,Portrait of a lady
97603.484375,"(after) Dyck, Sir Anthony van","Portrait of a lady, full-length, in a white satin dress, a liveried page-boy holding a bowl of roses at her side"
455591.1875,English Provincial School,"Portrait of a lady, half-length, in a black dress with lace collar and cap, holding a book"
13268.4716796875,(after) Harmenszoon Van Rijn Rembrandt,"Portrait of a lady, traditionally said to be Hendrickje Stoffels"
656809.4375,(after) Philippe De Champaigne,Portrait of a nun
2161675.75,Ernst Ludwig Kirchner,Portrait of a woman
314163.59375,English Provincial School,"Portrait of a young boy, small full-length, in a brown coat"
34799.23828125,English Provincial School,"Portrait of a young girl, half-length, in a red dress holding a doll"
115954.6484375,Allan Ramsay,"Portrait of an African, c.1757-60"
483525.59375,Tiziano Vecellio,Portrait of an Old Man (Pietro Cardinal Bembo) 1545-46
336776.5,(after) Philippe De Champaigne,Portrait of an artist
839645.125,Henri De Toulouse-Lautrec,Portrait of the Artist Emile Bernard 1886
95936.8125,Federico de Madrazo y Kuntz,Portrait of the Duchess of Alba
